DIA;E_0000;A_0000;E_0005;A_0005;E_0010;A_0010;E_0015;A_0015;E_0020;A_0020;E_0025;A_0025;E_0030;A_0030;E_0035;A_0035;E_0040;A_0040;E_0045;A_0045;E_0050;A_0050;E_0055;A_0055;E_0100;A_0100;E_0105;A_0105;E_0110;A_0110;E_0115;A_0115;E_0120;A_0120;E_0125;A_0125;E_0130;A_0130;E_0135;A_0135;E_0140;A_0140;E_0145;A_0145;E_0150;A_0150;E_0155;A_0155;E_0200;A_0200;E_0205;A_0205;E_0210;A_0210;E_0215;A_0215;E_0220;A_0220;E_0225;A_0225;E_0230;A_0230;E_0235;A_0235;E_0240;A_0240;E_0245;A_0245;E_0250;A_0250;E_0255;A_0255;E_0300;A_0300;E_0305;A_0305;E_0310;A_0310;E_0315;A_0315;E_0320;A_0320;E_0325;A_0325;E_0330;A_0330;E_0335;A_0335;E_0340;A_0340;E_0345;A_0345;E_0350;A_0350;E_0355;A_0355;E_0400;A_0400;E_0405;A_0405;E_0410;A_0410;E_0415;A_0415;E_0420;A_0420;E_0425;A_0425;E_0430;A_0430;E_0435;A_0435;E_0440;A_0440;E_0445;A_0445;E_0450;A_0450;E_0455;A_0455;E_0500;A_0500;E_0505;A_0505;E_0510;A_0510;E_0515;A_0515;E_0520;A_0520;E_0525;A_0525;E_0530;A_0530;E_0535;A_0535;E_0540;A_0540;E_0545;A_0545;E_0550;A_0550;E_0555;A_0555;E_0600;A_0600;E_0605;A_0605;E_0610;A_0610;E_0615;A_0615;E_0620;A_0620;E_0625;A_0625;E_0630;A_0630;E_0635;A_0635;E_0640;A_0640;E_0645;A_0645;E_0650;A_0650;E_0655;A_0655;E_0700;A_0700;E_0705;A_0705;E_0710;A_0710;E_0715;A_0715;E_0720;A_0720;E_0725;A_0725;E_0730;A_0730;E_0735;A_0735;E_0740;A_0740;E_0745;A_0745;E_0750;A_0750;E_0755;A_0755;E_0800;A_0800;E_0805;A_0805;E_0810;A_0810;E_0815;A_0815;E_0820;A_0820;E_0825;A_0825;E_0830;A_0830;E_0835;A_0835;E_0840;A_0840;E_0845;A_0845;E_0850;A_0850;E_0855;A_0855;E_0900;A_0900;E_0905;A_0905;E_0910;A_0910;E_0915;A_0915;E_0920;A_0920;E_0925;A_0925;E_0930;A_0930;E_0935;A_0935;E_0940;A_0940;E_0945;A_0945;E_0950;A_0950;E_0955;A_0955;E_1000;A_1000;E_1005;A_1005;E_1010;A_1010;E_1015;A_1015;E_1020;A_1020;E_1025;A_1025;E_1030;A_1030;E_1035;A_1035;E_1040;A_1040;E_1045;A_1045;E_1050;A_1050;E_1055;A_1055;E_1100;A_1100;E_1105;A_1105;E_1110;A_1110;E_1115;A_1115;E_1120;A_1120;E_1125;A_1125;E_1130;A_1130;E_1135;A_1135;E_1140;A_1140;E_1145;A_1145;E_1150;A_1150;E_1155;A_1155;E_1200;A_1200;E_1205;A_1205;E_1210;A_1210;E_1215;A_1215;E_1220;A_1220;E_1225;A_1225;E_1230;A_1230;E_1235;A_1235;E_1240;A_1240;E_1245;A_1245;E_1250;A_1250;E_1255;A_1255;E_1300;A_1300;E_1305;A_1305;E_1310;A_1310;E_1315;A_1315;E_1320;A_1320;E_1325;A_1325;E_1330;A_1330;E_1335;A_1335;E_1340;A_1340;E_1345;A_1345;E_1350;A_1350;E_1355;A_1355;E_1400;A_1400;E_1405;A_1405;E_1410;A_1410;E_1415;A_1415;E_1420;A_1420;E_1425;A_1425;E_1430;A_1430;E_1435;A_1435;E_1440;A_1440;E_1445;A_1445;E_1450;A_1450;E_1455;A_1455;E_1500;A_1500;E_1505;A_1505;E_1510;A_1510;E_1515;A_1515;E_1520;A_1520;E_1525;A_1525;E_1530;A_1530;E_1535;A_1535;E_1540;A_1540;E_1545;A_1545;E_1550;A_1550;E_1555;A_1555;E_1600;A_1600;E_1605;A_1605;E_1610;A_1610;E_1615;A_1615;E_1620;A_1620;E_1625;A_1625;E_1630;A_1630;E_1635;A_1635;E_1640;A_1640;E_1645;A_1645;E_1650;A_1650;E_1655;A_1655;E_1700;A_1700;E_1705;A_1705;E_1710;A_1710;E_1715;A_1715;E_1720;A_1720;E_1725;A_1725;E_1730;A_1730;E_1735;A_1735;E_1740;A_1740;E_1745;A_1745;E_1750;A_1750;E_1755;A_1755;E_1800;A_1800;E_1805;A_1805;E_1810;A_1810;E_1815;A_1815;E_1820;A_1820;E_1825;A_1825;E_1830;A_1830;E_1835;A_1835;E_1840;A_1840;E_1845;A_1845;E_1850;A_1850;E_1855;A_1855;E_1900;A_1900;E_1905;A_1905;E_1910;A_1910;E_1915;A_1915;E_1920;A_1920;E_1925;A_1925;E_1930;A_1930;E_1935;A_1935;E_1940;A_1940;E_1945;A_1945;E_1950;A_1950;E_1955;A_1955;E_2000;A_2000;E_2005;A_2005;E_2010;A_2010;E_2015;A_2015;E_2020;A_2020;E_2025;A_2025;E_2030;A_2030;E_2035;A_2035;E_2040;A_2040;E_2045;A_2045;E_2050;A_2050;E_2055;A_2055;E_2100;A_2100;E_2105;A_2105;E_2110;A_2110;E_2115;A_2115;E_2120;A_2120;E_2125;A_2125;E_2130;A_2130;E_2135;A_2135;E_2140;A_2140;E_2145;A_2145;E_2150;A_2150;E_2155;A_2155;E_2200;A_2200;E_2205;A_2205;E_2210;A_2210;E_2215;A_2215;E_2220;A_2220;E_2225;A_2225;E_2230;A_2230;E_2235;A_2235;E_2240;A_2240;E_2245;A_2245;E_2250;A_2250;E_2255;A_2255;E_2300;A_2300;E_2305;A_2305;E_2310;A_2310;E_2315;A_2315;E_2320;A_2320;E_2325;A_2325;E_2330;A_2330;E_2335;A_2335;E_2340;A_2340;E_2345;A_2345;E_2350;A_2350;E_2355;A_2355
01/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.83;120.31;-0.02;121.12;0.78;121.94;1.58;122.77;2.37;123.61;3.15;124.45;3.93;125.31;4.69;126.17;5.45;127.04;6.20;127.91;6.94;128.80;7.67;129.70;8.39;130.60;9.10;131.51;9.81;132.44;10.50;133.37;11.18;134.32;11.85;135.27;12.51;136.24;13.15;137.21;13.79;138.20;14.41;139.19;15.02;140.20;15.62;141.22;16.21;142.25;16.78;143.29;17.33;144.35;17.88;145.41;18.41;146.48;18.92;147.57;19.42;148.67;19.90;149.78;20.37;150.90;20.82;152.03;21.25;153.17;21.67;154.32;22.07;155.48;22.46;156.65;22.82;157.84;23.17;159.03;23.50;160.23;23.81;161.44;24.10;162.66;24.37;163.88;24.62;165.12;24.86;166.36;25.07;167.60;25.26;168.86;25.43;170.11;25.59;171.38;25.72;172.65;25.83;173.92;25.92;175.19;25.99;176.47;26.03;177.75;26.06;179.03;26.07;180.31;26.05;181.59;26.02;182.87;25.96;184.15;25.88;185.42;25.78;186.70;25.66;187.97;25.52;189.23;25.36;190.49;25.18;191.75;24.97;193.00;24.75;194.25;24.51;195.48;24.25;196.71;23.97;197.94;23.67;199.15;23.35;200.36;23.01;201.55;22.66;202.74;22.28;203.92;21.89;205.08;21.48;206.24;21.06;207.39;20.62;208.53;20.16;209.65;19.68;210.77;19.19;211.87;18.69;212.96;18.17;214.04;17.63;215.11;17.08;216.17;16.52;217.22;15.94;218.26;15.35;219.28;14.75;220.30;14.13;221.30;13.50;222.29;12.86;223.27;12.21;224.24;11.54;225.20;10.87;226.15;10.18;227.09;9.49;228.02;8.78;228.94;8.06;229.85;7.34;230.76;6.60;231.65;5.86;232.53;5.11;233.40;4.34;234.27;3.57;235.13;2.80;235.97;2.01;236.82;1.22;237.65;0.42;238.48;-0.39;239.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.04;120.98;0.77;121.81;1.57;122.64;2.36;123.47;3.14;124.32;3.92;125.17;4.69;126.03;5.45;126.90;6.20;127.77;6.94;128.66;7.67;129.56;8.39;130.46;9.11;131.37;9.81;132.30;10.50;133.23;11.19;134.18;11.86;135.13;12.52;136.09;13.17;137.07;13.80;138.06;14.43;139.05;15.04;140.06;15.64;141.08;16.23;142.11;16.80;143.15;17.36;144.20;17.90;145.27;18.43;146.34;18.95;147.43;19.45;148.53;19.94;149.63;20.41;150.75;20.86;151.88;21.30;153.03;21.72;154.18;22.12;155.34;22.50;156.51;22.87;157.70;23.22;158.89;23.55;160.09;23.86;161.30;24.16;162.52;24.43;163.74;24.69;164.98;24.92;166.22;25.14;167.47;25.33;168.72;25.51;169.98;25.66;171.25;25.79;172.52;25.91;173.79;26.00;175.07;26.07;176.34;26.12;177.63;26.15;178.91;26.16;180.19;26.14;181.47;26.11;182.75;26.05;184.03;25.98;185.31;25.88;186.59;25.76;187.86;25.62;189.13;25.46;190.39;25.28;191.65;25.08;192.90;24.86;194.15;24.62;195.39;24.36;196.62;24.08;197.85;23.78;199.06;23.47;200.27;23.13;201.47;22.78;202.66;22.40;203.84;22.01;205.01;21.61;206.17;21.18;207.32;20.74;208.46;20.28;209.58;19.81;210.70;19.32;211.81;18.82;212.90;18.30;213.99;17.76;215.06;17.21;216.12;16.65;217.17;16.07;218.21;15.48;219.24;14.88;220.25;14.26;221.26;13.64;222.25;13.00;223.23;12.34;224.21;11.68;225.17;11.01;226.12;10.32;227.06;9.62;227.99;8.92;228.91;8.20;229.83;7.48;230.73;6.74;231.62;6.00;232.51;5.24;233.38;4.48;234.25;3.71;235.11;2.94;235.96;2.15;236.80;1.36;237.63;0.56;238.46;-0.25;239.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.04;120.84;0.76;121.66;1.56;122.49;2.35;123.33;3.14;124.17;3.92;125.03;4.69;125.89;5.45;126.75;6.20;127.63;6.94;128.52;7.68;129.41;8.40;130.32;9.12;131.23;9.82;132.15;10.52;133.09;11.20;134.03;11.87;134.98;12.53;135.95;13.19;136.92;13.82;137.91;14.45;138.91;15.07;139.91;15.67;140.93;16.26;141.96;16.83;143.00;17.39;144.06;17.94;145.12;18.47;146.20;18.99;147.28;19.49;148.38;19.98;149.49;20.45;150.61;20.91;151.74;21.34;152.88;21.77;154.03;22.17;155.20;22.56;156.37;22.93;157.55;23.28;158.75;23.61;159.95;23.93;161.16;24.22;162.38;24.50;163.61;24.76;164.84;24.99;166.08;25.21;167.33;25.41;168.59;25.59;169.85;25.74;171.12;25.88;172.39;25.99;173.66;26.09;174.94;26.16;176.22;26.21;177.50;26.24;178.79;26.25;180.07;26.24;181.36;26.21;182.64;26.15;183.92;26.08;185.20;25.98;186.48;25.87;187.75;25.73;189.02;25.57;190.29;25.39;191.55;25.20;192.81;24.98;194.06;24.74;195.30;24.48;196.53;24.20;197.76;23.90;198.98;23.59;200.19;23.25;201.39;22.90;202.58;22.53;203.76;22.14;204.94;21.73;206.10;21.31;207.25;20.87;208.39;20.41;209.52;19.94;210.64;19.45;211.75;18.95;212.85;18.43;213.93;17.90;215.01;17.35;216.07;16.79;217.12;16.21;218.16;15.62;219.19;15.02;220.21;14.40;221.22;13.77;222.21;13.13;223.20;12.48;224.17;11.82;225.14;11.15;226.09;10.46;227.03;9.77;227.97;9.06;228.89;8.34;229.80;7.62;230.71;6.88;231.60;6.14;232.49;5.39;233.37;4.63;234.23;3.86;235.09;3.08;235.94;2.29;236.79;1.50;237.62;0.70;238.45;-0.11;239.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.05;120.70;0.76;121.52;1.56;122.35;2.36;123.18;3.14;124.03;3.92;124.88;4.69;125.74;5.45;126.61;6.21;127.48;6.95;128.37;7.69;129.26;8.41;130.17;9.13;131.08;9.84;132.01;10.53;132.94;11.22;133.88;11.90;134.84;12.56;135.80;13.21;136.78;13.85;137.76;14.48;138.76;15.10;139.77;15.70;140.78;16.29;141.81;16.87;142.86;17.43;143.91;17.98;144.97;18.51;146.05;19.03;147.13;19.54;148.23;20.03;149.34;20.50;150.46;20.96;151.59;21.40;152.74;21.83;153.89;22.23;155.05;22.62;156.23;22.99;157.41;23.35;158.60;23.68;159.81;24.00;161.02;24.30;162.24;24.58;163.47;24.84;164.70;25.07;165.95;25.29;167.20;25.49;168.46;25.67;169.72;25.83;170.99;25.97;172.26;26.09;173.54;26.18;174.82;26.26;176.10;26.31;177.38;26.34;178.67;26.36;179.95;26.35;181.24;26.32;182.53;26.26;183.81;26.19;185.09;26.10;186.37;25.98;187.65;25.85;188.92;25.69;190.19;25.51;191.46;25.32;192.71;25.10;193.96;24.86;195.21;24.60;196.45;24.33;197.68;24.03;198.90;23.72;200.11;23.38;201.32;23.03;202.51;22.66;203.69;22.27;204.87;21.87;206.03;21.45;207.19;21.01;208.33;20.55;209.47;20.08;210.59;19.59;211.70;19.09;212.80;18.57;213.89;18.04;214.96;17.49;216.03;16.93;217.08;16.35;218.12;15.76;219.16;15.16;220.18;14.55;221.19;13.92;222.18;13.28;223.17;12.63;224.15;11.97;225.11;11.29;226.07;10.61;227.01;9.91;227.95;9.21;228.87;8.49;229.79;7.77;230.69;7.03;231.59;6.29;232.48;5.54;233.35;4.77;234.22;4.00;235.09;3.23;235.94;2.44;236.78;1.65;237.62;0.85;238.45;0.04;239.28;-0.77;240.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.04;120.54;0.77;121.37;1.57;122.20;2.37;123.03;3.15;123.88;3.93;124.73;4.71;125.59;5.47;126.46;6.22;127.33;6.97;128.22;7.71;129.11;8.44;130.02;9.15;130.93;9.86;131.85;10.56;132.79;11.25;133.73;11.92;134.68;12.59;135.65;13.24;136.62;13.89;137.61;14.52;138.61;15.14;139.61;15.74;140.63;16.33;141.66;16.91;142.70;17.48;143.76;18.03;144.82;18.57;145.90;19.09;146.98;19.59;148.08;20.09;149.19;20.56;150.31;21.02;151.45;21.46;152.59;21.89;153.74;22.30;154.91;22.69;156.08;23.07;157.27;23.42;158.46;23.76;159.66;24.08;160.88;24.38;162.10;24.66;163.33;24.92;164.57;25.16;165.81;25.38;167.06;25.59;168.32;25.77;169.59;25.93;170.86;26.07;172.13;26.19;173.41;26.28;174.69;26.36;175.98;26.42;177.26;26.45;178.55;26.47;179.84;26.46;181.13;26.43;182.42;26.38;183.70;26.31;184.99;26.22;186.27;26.10;187.55;25.97;188.83;25.82;190.10;25.64;191.36;25.44;192.62;25.23;193.88;24.99;195.12;24.74;196.36;24.46;197.60;24.17;198.82;23.85;200.04;23.52;201.24;23.17;202.44;22.80;203.63;22.41;204.81;22.01;205.97;21.59;207.13;21.15;208.28;20.70;209.41;20.22;210.54;19.74;211.65;19.23;212.75;18.72;213.84;18.18;214.92;17.64;215.99;17.08;217.05;16.50;218.09;15.91;219.12;15.31;220.15;14.70;221.16;14.07;222.16;13.43;223.15;12.78;224.13;12.12;225.09;11.44;226.05;10.76;227.00;10.06;227.93;9.36;228.86;8.64;229.78;7.92;230.68;7.18;231.58;6.44;232.47;5.69;233.35;4.93;234.22;4.16;235.08;3.38;235.94;2.59;236.79;1.80;237.62;1.00;238.46;0.19;239.28;-0.62;240.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.03;120.39;0.78;121.21;1.58;122.04;2.38;122.88;3.17;123.72;3.95;124.57;4.72;125.43;5.49;126.30;6.25;127.18;6.99;128.06;7.73;128.96;8.46;129.86;9.18;130.78;9.89;131.70;10.59;132.63;11.28;133.58;11.96;134.53;12.63;135.49;13.28;136.47;13.93;137.46;14.56;138.45;15.18;139.46;15.79;140.48;16.38;141.51;16.96;142.55;17.53;143.60;18.08;144.67;18.62;145.74;19.15;146.83;19.66;147.93;20.15;149.04;20.63;150.16;21.09;151.30;21.54;152.44;21.96;153.59;22.38;154.76;22.77;155.93;23.15;157.12;23.50;158.32;23.84;159.52;24.16;160.73;24.47;161.96;24.75;163.19;25.01;164.43;25.26;165.68;25.48;166.93;25.69;168.19;25.87;169.46;26.03;170.73;26.17;172.00;26.29;173.28;26.40;174.57;26.47;175.85;26.53;177.14;26.57;178.43;26.58;179.72;26.58;181.02;26.55;182.31;26.50;183.60;26.43;184.88;26.34;186.17;26.23;187.45;26.10;188.73;25.95;190.00;25.77;191.27;25.58;192.54;25.36;193.79;25.13;195.04;24.88;196.29;24.60;197.52;24.31;198.75;24.00;199.97;23.66;201.18;23.31;202.38;22.95;203.57;22.56;204.75;22.16;205.92;21.74;207.08;21.30;208.23;20.85;209.36;20.38;210.49;19.89;211.61;19.39;212.71;18.87;213.80;18.34;214.89;17.79;215.96;17.23;217.01;16.66;218.06;16.07;219.10;15.47;220.12;14.85;221.14;14.23;222.14;13.59;223.13;12.94;224.11;12.27;225.08;11.60;226.04;10.92;226.99;10.22;227.93;9.52;228.85;8.80;229.77;8.08;230.68;7.34;231.58;6.60;232.47;5.84;233.35;5.08;234.23;4.31;235.09;3.54;235.95;2.75;236.79;1.96;237.63;1.16;238.47;0.35;239.29;-0.46;240.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.83;119.42;-0.01;120.23;0.80;121.05;1.60;121.88;2.40;122.72;3.19;123.56;3.98;124.41;4.75;125.27;5.52;126.14;6.28;127.02;7.03;127.91;7.77;128.80;8.50;129.70;9.22;130.62;9.93;131.54;10.63;132.47;11.32;133.42;12.00;134.37;12.67;135.34;13.33;136.31;13.98;137.30;14.61;138.29;15.23;139.30;15.84;140.32;16.44;141.35;17.02;142.40;17.59;143.45;18.15;144.51;18.69;145.59;19.21;146.68;19.73;147.78;20.22;148.89;20.70;150.01;21.17;151.14;21.61;152.29;22.04;153.44;22.46;154.61;22.85;155.79;23.23;156.97;23.59;158.17;23.94;159.38;24.26;160.59;24.56;161.82;24.85;163.05;25.11;164.29;25.36;165.54;25.59;166.79;25.79;168.06;25.98;169.32;26.14;170.60;26.29;171.88;26.41;173.16;26.51;174.44;26.59;175.73;26.65;177.03;26.69;178.32;26.71;179.61;26.71;180.91;26.68;182.20;26.63;183.49;26.57;184.78;26.48;186.07;26.37;187.35;26.24;188.64;26.09;189.91;25.91;191.18;25.72;192.45;25.51;193.71;25.27;194.96;25.02;196.21;24.75;197.45;24.46;198.68;24.14;199.90;23.81;201.11;23.47;202.32;23.10;203.51;22.71;204.69;22.31;205.86;21.89;207.03;21.45;208.18;21.00;209.32;20.53;210.45;20.05;211.57;19.54;212.67;19.03;213.77;18.50;214.85;17.95;215.93;17.39;216.99;16.82;218.04;16.23;219.08;15.63;220.10;15.01;221.12;14.39;222.12;13.75;223.12;13.10;224.10;12.43;225.07;11.76;226.03;11.08;226.98;10.38;227.92;9.68;228.85;8.96;229.77;8.24;230.68;7.50;231.59;6.76;232.48;6.01;233.36;5.24;234.23;4.48;235.10;3.70;235.96;2.91;236.81;2.12;237.65;1.32;238.48;0.51;239.31;-0.30;240.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.81;119.25;0.01;120.07;0.82;120.89;1.63;121.72;2.43;122.56;3.22;123.40;4.01;124.25;4.78;125.11;5.55;125.98;6.31;126.86;7.06;127.74;7.80;128.64;8.54;129.54;9.26;130.46;9.97;131.38;10.68;132.31;11.37;133.26;12.05;134.21;12.72;135.18;13.38;136.15;14.03;137.14;14.67;138.14;15.29;139.14;15.90;140.16;16.50;141.19;17.09;142.24;17.66;143.29;18.22;144.36;18.76;145.43;19.29;146.52;19.80;147.62;20.30;148.73;20.78;149.86;21.25;150.99;21.70;152.14;22.13;153.29;22.55;154.46;22.95;155.64;23.33;156.83;23.69;158.02;24.03;159.23;24.36;160.45;24.67;161.67;24.95;162.91;25.22;164.15;25.47;165.40;25.70;166.66;25.91;167.92;26.09;169.19;26.26;170.47;26.41;171.75;26.53;173.03;26.64;174.32;26.72;175.61;26.78;176.91;26.82;178.20;26.84;179.50;26.84;180.80;26.82;182.09;26.77;183.39;26.71;184.68;26.62;185.97;26.51;187.26;26.38;188.55;26.23;189.83;26.06;191.10;25.87;192.37;25.66;193.63;25.43;194.89;25.17;196.14;24.90;197.38;24.61;198.61;24.30;199.84;23.97;201.05;23.62;202.26;23.26;203.45;22.87;204.64;22.47;205.82;22.05;206.98;21.62;208.14;21.16;209.28;20.69;210.41;20.21;211.53;19.71;212.64;19.19;213.74;18.66;214.83;18.11;215.90;17.55;216.97;16.98;218.02;16.39;219.06;15.79;220.09;15.18;221.11;14.55;222.11;13.91;223.11;13.26;224.09;12.60;225.07;11.93;226.03;11.24;226.98;10.55;227.93;9.84;228.86;9.13;229.78;8.40;230.69;7.67;231.60;6.92;232.49;6.17;233.37;5.41;234.25;4.64;235.12;3.86;235.98;3.08;236.83;2.28;237.67;1.48;238.51;0.68;239.34;-0.14;240.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
